Entity Type,EntityID,EntityName,Inc/OrgDate,EntityStatus,StatusDate,RegAgentofficeCity
12,A035536,ANCHOR PROPERTY MANAGEMENT LLC,1/1/97,IGS,2/22/19,MADISON
12,A035535,ANCHOR REAL ESTATE LLC,1/1/97,IGS,2/22/19,MADISON
12,A091642,ANCHOR RECYCLING & LOGISTICS COMPANY LLC,1/10/20,ORG,1/10/20,MADISON
12,A084629,ANCIENT ACADEMY GAMES LLC,1/15/18,ORG,1/15/18,MADISON
6,A072637,"ANCIENT EARTHWORKS SOCIETY OF WISCONSIN, INC.",3/20/14,IGS,5/21/18,MADISON
1,A075527,"ANCILLARY HOMES, INC.",3/23/15,ADS,3/14/20,MADISON
13,A091245,"ANDCO CONSULTING, LLC",11/27/19,RGD,11/27/19,MADISON
12,A093242,ANDEAN THREADS LLC,6/22/20,ORG,6/22/20,MADISON
1,A086488,ANDERSEN GUTTERS CO.,7/24/18,DLQ,7/1/20,MADISON
5,D054738,"ANDERSON & O'CONNELL, S.C.",4/9/15,IGS,4/15/19,MADISON
1,A070460,"ANDERSON AND MONTEMURRO, CORPORATION",5/15/13,IGS,5/7/20,MADISON
6,A089535,"ANDERSON BLUFF & RIVER TRAIL FOUNDATION, INC.",5/30/19,INC,5/30/19,MADISON
12,A078580,ANDERSON CONSTRUCTION GROUP LLC,4/4/16,DLQ,4/1/20,MADISON
12,A089508,ANDERSON DISTRIBUTION LLC,5/29/19,ORG,5/29/19,MADISON
12,A058108,ANDERSON REPAIR LLC,5/22/08,DLQ,4/1/20,MADISON
13,A090925,"ANDERSON SOFTWARE, LLC",10/24/19,RGD,10/24/19,MADISON
12,A088141,ANDERSON'S CLEANERS LLC,1/19/19,ORG,1/19/19,MADISON
2,A089120,"ANDERZACK-PITZEN CONSTRUCTION, INC.",5/3/19,INC,5/3/19,MADISON
13,A089272,ANDES CANDIES LLC,5/3/19,RGD,5/3/19,Madison
13,A080759,ANDES CANDIES LLC,1/5/17,RCA,10/11/18,MADISON
13,A089273,ANDES MANUFACTURING LLC,5/3/19,RGD,5/3/19,Madison
13,A089274,ANDES SERVICES LLC,5/3/19,RGD,5/3/19,Madison
12,A084242,ANDI PROPERTY LLC,12/5/17,IGS,10/22/19,MADISON
12,A033061,ANDING INVESTMENTS LLC,11/29/94,ADS,4/18/20,MADISON
12,A056954,"ANDING PROPERTIES, LLC",12/20/07,ADS,4/18/20,MADISON
5,A051076,"ANDLER DENTAL, S.C.",8/11/05,DLQ,7/1/20,MADISON
12,A074250,"ANDRÉ DARLINGTON AND TENAYA DARLINGTON, LLC",10/21/14,ADS,4/18/20,MADISON
1,A077944,"ANDRE LORENT, INC.",1/26/16,ADS,3/16/19,MADISON
12,A079806,"ANDREA E. TORRES, MA, LPC, L.L.C.",8/31/16,IGS,7/15/19,MADISON
12,A083984,"ANDREA R. PAPPAS, LLC",11/1/17,DLQ,10/1/19,MADISON
12,A091452,"ANDREA RUSSELL WELLNESS, LLC",12/23/19,ORG,12/23/19,MADISON
12,A074172,"ANDREE RING PHOTOGRAPHY, LLC",10/9/14,DLQ,10/1/19,MADISON
12,A084574,ANDREW COOK LAW OFFICE LLC,1/8/18,DIS,1/27/20,MADISON
12,G034301,"ANDREW GOODNOUGH, LLC",12/8/03,ADS,12/9/19,MADISON
12,A077383,ANDREW JOSEPH RITTER LLC,11/14/15,ADS,12/10/18,MADISON
12,N027306,"ANDREW NORTH I, LLC",12/6/99,IGS,10/12/18,MADISON
2,A089564,"ANDREW W. BOOTH AND ASSOCIATES, INC.",6/19/19,INC,6/19/19,MADISON
12,A084358,"ANDREW'S EMART, LLC",12/16/17,IGS,3/10/20,MADISON
2,A091837,"ANDREWS, JOHNSON, BRUSACORAM, INC.",1/30/20,INC,1/30/20,MADISON
12,A084969,ANDREWZOO GAMING LLC,2/16/18,DLQ,1/1/20,MADISON
12,A075560,ANDREY LLC,3/29/15,ADS,5/25/19,MADISON
12,A074380,ANDRIE TRANSPORTATION LLC,2/2/15,IGS,1/24/18,MADISON
2,J028035,ANDRITZ PAPERCHINE INC.,10/11/05,RCA,5/22/18,MADISON
12,A067303,"ANDROMACE ENTERPRISES, LLC",2/20/12,DIS,3/8/19,MADISON
12,A065782,ANDROMEDA LLC,7/7/11,DLQ,7/1/20,Madison
6,A080281,"ANDY AND SUSAN NORTH FAMILY FOUNDATION, INC.",11/1/16,IGS,10/21/18,MADISON
12,A090869,ANDY BORYCZKA COACHING LLC,10/20/19,ORG,10/20/19,MADISON
12,M068196,"ANDY MANIS PHOTO, LLC",10/19/06,DIS,3/6/20,MADISON
12,A084600,ANDY O'CONNELL FILMS LLC,1/10/18,ORG,1/10/18,MADISON
12,A077882,ANESIS CENTER FOR MARRIAGE AND FAMILY THERAPY LLC,1/19/16,IGS,8/6/18,MADISON
12,A087129,"ANESTHESIA MANAGEMENT SOLUTIONS OF WISCONSIN, LLC",10/1/18,ORG,10/1/18,MADISON
12,A084754,ANEW HEALING LLC,2/1/18,ORG,2/1/18,MADISON
12,A087559,ANGEL CARS LLC,11/15/18,ORG,11/15/18,MADISON
12,A085308,"ANGEL KAYE BUSINESS AND LIFESTYLE CONSULTING, LLC",3/20/18,ORG,3/20/18,MADISON
12,A080757,ANGEL LUIS SANTOYO F LLC,1/4/17,ADS,3/14/20,MADISON
12,A077381,ANGEL RUVALCABA RODRIGUEZ LLC,11/13/15,ADS,12/10/18,MADISON
12,A075332,"ANGEL STRINGS MUSIC THERAPY SERVICES, LLC",3/3/15,DLQ,1/1/20,MADISON
12,A087676,ANGELA ACKLEY MINISTRIES LLC,11/30/18,DIS,12/11/19,MADISON
6,A091569,"ANGELA ACKLEY MINISTRIES, INC.",1/6/20,INC,1/6/20,MADISON
12,A089617,"ANGELA FRANCIS CONSULTING, LLC",6/10/19,ORG,6/10/19,MADISON
12,A085469,ANGELA PUERTA MUSIC LLC,4/3/18,ORG,4/3/18,MADISON
12,A091810,ANGELAS HAIR ART LLC,1/29/20,ORG,1/29/20,MADISON
13,A093188,"ANGELCARE USA, LLC",6/17/20,RGD,6/17/20,MADISON
12,A045321,"ANGELIC ANGLES PHOTOGRAPHY, LLC",2/27/03,IGS,4/9/19,MADISON
12,A080234,ANGELO JOSEPH LLC,10/25/16,DLQ,10/1/19,MADISON
12,A080048,ANGELS & OUTLAWS LLC,9/29/16,DLQ,7/1/20,MADISON
12,A075001,"ANGELS JOY LEARNING CENTER, LLC",1/22/15,DLQ,1/1/20,MADISON
12,A082483,ANGELS OF DIRT LLC,5/16/17,IGS,4/18/19,MADISON
12,A083978,ANGEL'S WINDOW CLEANING LLC,10/31/17,IGS,11/17/19,MADISON
2,A091262,ANGELSENSE INC.,12/2/19,INC,12/2/19,MADISON
9,A044572,"ANGER MANAGEMENT & ENTERTAINMENT, INC.",10/16/02,ADS,12/10/18,MADISON
12,A090586,ANGIE'S OOPS SALOON LLC,9/18/19,ORG,9/18/19,MADISON
6,A092540,"ANGLICAN CHURCH OF THE MESSIAH, INC.",4/9/20,INC,4/9/20,MADISON
12,A058165,"ANGRY BEAVERS TREE SERVICE, LLC",5/29/08,IGS,5/19/19,MADISON
12,A091417,ANGRY TROLL STUDIO LLC,12/18/19,ORG,12/18/19,MADISON
12,A077082,"ANGUS EXPRESS, LLC",10/9/15,ADS,12/10/18,MADISON
12,A077377,ANIBAL GONZALEZ RODRIGUEZ LLC,11/13/15,ADS,12/10/18,MADISON
13,A090538,"ANIMAL HEALTH LOGISTICS, LLC",9/12/19,RGD,9/12/19,MADISON
12,A075073,"ANIMAL HOUSE PROPERTIES, LLC",1/30/15,IGS,2/6/19,MADISON
1,A068610,"ANIMART PET, INC.",8/24/12,IGS,7/15/19,MADISON
2,A087279,ANIP ACQUISITION COMPANY,10/16/18,INC,10/16/18,MADISON
12,A091330,ANISA LLC,12/9/19,ORG,12/9/19,MADISON
12,A046051,"ANIU BUILDING, LLC",7/1/03,DIS,12/17/18,MADISON
2,A088139,"ANKROM MOISAN ASSOCIATED ARCHITECTS, INC.",2/1/19,INC,2/1/19,MADISON
12,A090635,ANKUR JOLLY DDS LLC,9/23/19,ORG,9/23/19,MADISON
13,A086564,"ANKURA CONSULTING GROUP, LLC",8/1/18,RGD,8/1/18,MADISON
12,A073361,ANLAUF POWER SYSTEMS LLC,6/20/14,ADS,8/20/18,MADISON
12,A091040,ANMORA PROPERTY INVESTMENT LLC,11/5/19,ORG,11/5/19,MADISON
2,A082859,"ANN ARBOR DISTRIBUTION, INC.",6/26/17,RCA,10/1/19,MADISON
12,A080614,"ANN JAMISON THERAPY, LLC",12/16/16,DLQ,10/1/19,MADISON
12,M036321,ANN MILLER ASSOCIATES LLC,4/13/87,DIS,6/3/20,MADISON
5,A092734,"ANN RUSCHER, M.D., S.C.",4/29/20,INC,4/29/20,MADISON
12,A058226,"ANN THERING PHOTOGRAPHY, LLC",6/5/08,DIS,6/29/19,MADISON
1,A084515,"ANNA C SALTER PHD, INC.",1/3/18,INC,1/3/18,MADISON
5,A092750,"ANNA HOFFMAN PSYCHOLOGY, S.C.",4/29/20,INC,4/29/20,MADISON
12,A087919,ANNA MARIE PHOTOGRAPHY LLC,12/28/18,ORG,12/28/18,MADISON
1,A088150,ANNA PETROLEUM INC.,1/21/19,DIS,5/30/19,MADISON
12,A091239,ANNA SUMI ART LLC,11/27/19,ORG,11/27/19,MADISON
12,A090324,"ANNAPURNA, LLC",8/22/19,ORG,8/22/19,MADISON
12,A088480,ANNA'S COMPASSIONATE CARE LLC,2/21/19,ORG,2/21/19,MADISON
12,A077763,"ANNE TRINKLEIN, LLC",1/6/16,IGS,3/18/18,MADISON
12,A058694,"ANNE WHALEN CONSULTING, LLC",9/1/08,ADS,1/18/20,MADISON
12,A092485,ANNEMARIE VOICE ACTOR LLC,4/4/20,ORG,4/4/20,MADISON
12,A062045,"ANNEN ROETTER, LLC",1/7/10,DIS,1/30/20,MADISON
12,A087968,ANNIE BANGS LLC,1/3/19,ORG,1/3/19,MADISON
12,A092374,"ANNIE KUBENA CREATIVE, LLC",3/20/20,ORG,3/20/20,MADISON
6,A035826,"ANNIVERSARY COURT CONDOMINIUM OWNERS ASSOCIATION, INC.",2/27/97,DLQ,1/1/20,MADISON
12,A078698,"ANN'S AROUND TOWN, LLC",4/14/16,ADS,6/10/19,MADISON
12,A087068,ANOINTED ONE SOUL FOOD LLC,9/25/18,DLQ,7/1/20,MADISON
12,A083619,"ANOINTED ONE, LLC",9/22/17,DIS,9/25/18,MADISON
12,A083271,"ANOINTED TOO, LLC",8/15/17,DLQ,7/1/19,MADISON
2,A090473,ANOMALI INCORPORATED,10/11/19,INC,10/11/19,MADISON
12,A084485,ANOMALY BEAUTY LLC,12/31/17,IGS,10/20/19,MADISON
12,A084784,ANOMICS CONSULTING LLC,1/30/18,DLQ,1/1/20,MADISON
12,A066824,ANONOM PRODUCTIONS LLC,12/22/11,IGS,12/12/19,MADISON
6,A092799,"ANONYMOUS FOUNDATION, INC.",5/5/20,INC,5/5/20,MADISON
2,A086710,"ANOTHER LEVEL TOWER SERVICES, INC.",8/15/18,INC,8/15/18,MADISON
2,A089591,"ANOVA FURNISHINGS, INC.",7/1/19,INC,7/1/19,MADISON
1,A089589,ANRI INSURANCE AGENCY INC.,6/5/19,INC,6/5/19,MADISON
12,A082027,AN'S FASHIONS LLC,3/27/17,ADS,3/14/20,MADISON
13,A087689,ANSELMO LINDBERG & ASSOCIATES LLC,12/3/18,RGD,12/3/18,MADISON
12,A053021,ANSHEN HOLISTIC VETERINARY CARE LLC,5/15/06,IGS,4/1/20,MADISON
13,A087528,ANSON LOGISTICS ASSETS LLC,11/12/18,RGD,11/12/18,MADISON
1,A086392,ANSYBL CORPORATION,7/10/18,INC,7/10/18,MADISON
12,A085133,ANT HILLS CATERING LLC,3/5/18,DLQ,1/1/20,MADISON
12,A065689,"ANTAGONIST MEDIA, LLC",6/22/11,IGS,6/12/20,MADISON
13,A085243,ANTARES COMPLETE FINANCING SOLUTION LLC,3/14/18,RGD,3/14/18,MADISON
1,A076602,"ANTARES MOTION PICTURES, INC.",8/10/15,ADS,9/10/18,MADISON
1,A073258,"ANTARES PRODUCTIONS, INC.",6/6/14,DLQ,4/1/20,MADISON
12,A079788,ANTE MERIDIEM CAFE LLC,8/29/16,ADS,1/18/20,MADISON
12,A091947,ANTELO'S CLEANING SERVICES LLC,2/11/20,ORG,2/11/20,MADISON
12,S060395,ANTHONY AND NICHOLAS SCHIAVO LLC,12/17/01,IGS,5/16/18,MADISON
12,A075265,ANTHONY'S BILINGUAL PRESCHOOL LLC,3/9/15,IGS,1/29/20,MADISON
12,A089370,ANTHONY'S ECE TEACHERS LLC,5/14/19,ORG,5/14/19,MADISON
12,A087831,ANTHRANG LLC,12/17/18,ORG,12/17/18,MADISON
2,A076533,"ANTHROPOLOGIE, INC.",7/30/15,RCA,10/11/18,MADISON
13,I032938,ANTIMICROBIAL STEWARDSHIP LLC,2/9/18,RGD,2/9/18,MADISON
12,A075438,ANTIMO DESIGN LLC,3/14/15,IGS,1/30/18,MADISON
6,A060824,ANTIOCH FELLOWSHIP INTERNATIONAL CO.,6/19/09,IGS,4/26/19,MADISON
12,A087334,ANTIQUE TECHNOCRAT LLC,11/5/18,ORG,11/5/18,MADISON
12,A078219,"ANTLER'S TAVERN OF MADISON, LLC",2/25/16,IGS,3/5/19,MADISON
12,A089743,ANTOJITOS FRUTY ICE CREAM LLC,6/21/19,ORG,6/21/19,MADISON
12,A063875,"ANTON HOMES, LLC",9/30/10,IGS,7/15/18,MADISON
12,A086417,"ANTONETTI AVIATION, LLC",7/13/18,ORG,7/13/18,MADISON
12,A038096,"ANTONIEWICZ PROPERTIES, L.L.C.",10/9/98,IGS,10/16/18,MADISON
12,A079947,ANTONIO GUINO GARCIA LLC,9/19/16,ADS,9/9/19,MADISON
12,A077999,ANTONIO MEJIA ZARCO LLC,2/1/16,ADS,3/16/19,MADISON
12,A079946,ANTONIO RODRIGUEZ LLC,9/19/16,ADS,9/9/19,MADISON
12,A084011,"ANU BUSINESS SOLUTIONS, LLC",11/4/17,DIS,12/30/19,MADISON
12,A058520,ANU LLC,7/16/08,ADS,9/10/18,MADISON
5,A069620,"ANUNSON CHIROPRACTIC, S.C.",1/25/13,IGS,1/23/20,MADISON
13,A087786,"ANVIL ENGINEERING, LLC",12/12/18,RGD,12/12/18,MADISON
13,A075040,"ANVIL LEGAL GROUP, PLLC",1/26/15,RCA,10/11/18,MADISON
12,A090893,ANYA KUBILUS PHOTOGRAPHY LLC,10/22/19,ORG,10/22/19,MADISON
12,A068231,"ANYTHING IMAGINED EVENT DESIGN AND DECOR, LLC",6/26/12,ADS,6/11/18,MADISON
12,A076956,"ANYTHING RETRO GAMING, LLC",9/24/15,ADS,9/10/18,MADISON
1,A083222,ANYTIME GARAGE DOOR REPAIR INC.,8/8/17,DLQ,7/1/19,MADISON
12,A076673,ANYTIME PAINTING LLC,8/19/15,IGS,4/5/19,MADISON
1,A065263,ANYWHERE USA TRUCKING INCORPORATED,4/20/11,IGS,10/31/19,MADISON
12,A085194,ANZALONE LLC,3/10/18,ORG,3/10/18,MADISON
12,A073154,"AOK NURSERIES, LLC",5/21/14,DLQ,4/1/20,MADISON
12,A076887,"A-OK, LLC",9/16/15,ADS,9/10/18,MADISON
12,A089355,"AOM, LLC",5/13/19,ORG,5/13/19,MADISON
16,A082179,"A-ONE GEOTHERMAL, INC.",6/2/17,RCA,10/11/18,MADISON
12,A089392,AONETRA PRODUCTIONS LLC,5/16/19,ORG,5/16/19,MADISON
12,A055112,"AOS THERMAL COMPOUNDS, LLC",3/23/07,DLQ,1/1/20,Madison
12,A082517,AOS-I LLC,5/17/17,DIS,6/7/18,MADISON
12,A082518,AOS-II LLC,5/17/17,DIS,6/7/18,MADISON
13,A092777,"AP US 19, LLC (FICT NAME) ACCESS PHYSICIANS, PLLC (COMP NAME)",5/5/20,RGD,5/5/20,MADISON
12,A049067,APACHE DR LLC,10/21/04,ADS,12/10/18,MADISON
12,A090095,"APACHOS, LLC",7/31/19,ORG,7/31/19,MADISON
12,A067447,"APARA CARE HEALTH AT HOME, LLC",3/9/12,IGS,1/21/20,MADISON
12,A067446,"APARA CARE MANAGEMENT, LLC",3/9/12,ADS,3/14/20,MADISON
1,A067449,"APARA CARE, INC.",3/9/12,IGS,1/21/20,MADISON
12,A068111,"APARA CONSULTING, LLC",6/8/12,DLQ,4/1/20,MADISON
2,A089421,"APARTMENT LIST, INC.",6/17/19,INC,6/17/19,MADISON
12,A059827,APARTMENT MATCHMAKERS LIMITED LIABILITY COMPANY,2/4/09,ADS,3/17/18,MADISON
12,A078369,"APARTMENTS OF RIVERWOOD, LLC",3/11/16,IGS,1/20/20,MADISON
2,A093352,"APAUS, INC.",6/30/20,INC,6/30/20,MADISON
1,A080559,APEL BUSINESS SOLUTIONS INC.,12/9/16,IGS,11/2/18,MADISON
12,A059080,"APEX 124, LLC",10/9/08,MGD,8/23/19,MADISON
12,A058895,"APEX 2122, LLC",9/16/08,ADS,9/9/19,MADISON
12,A077673,"APEX 6333, LLC",12/22/15,IGS,10/8/18,MADISON
12,A087933,APEX AUTO LLC,12/30/18,ORG,12/30/18,MADISON
12,A086901,APEX AUTOMOTIVE LLC,9/7/18,DLQ,7/1/20,MADISON
12,A062790,"APEX AUTOMOTIVE SERVICES, LLC",5/1/10,IGS,5/2/19,MADISON
13,A088505,"APEX BILLING SOLUTIONS, LLC",2/26/19,RGD,2/26/19,MADISON
13,A077288,"APEX BILLING SOLUTIONS, LLC",6/10/16,RCA,10/11/18,Madison
12,A084028,APEX BUILDING & REMODELING L.L.C.,11/6/17,DLQ,10/1/19,MADISON
1,A051542,"APEX BUILDING REPAIR, INC.",10/25/05,IGS,10/8/18,MADISON
13,A089678,"APEX CLOSING SERVICES, LLC",6/13/19,RGD,6/13/19,MADISON
12,A086333,APEX CONNECTIVITY SYSTEMS LLC,7/2/18,DLQ,7/1/20,MADISON
12,A049040,"APEX DECKS AND HOME REPAIR, LLC",10/20/04,ADS,4/20/19,MADISON
1,A047119,"APEX MAINTENANCE, INC.",1/2/04,ADS,3/14/20,MADISON
12,A077044,APEX MUSIC COACHING LLC,10/5/15,IGS,10/17/19,MADISON
12,A093376,"APEX OPERATIONS, LLC",7/1/20,ORG,7/1/20,MADISON
1,A043978,"APEX PAINTING, INC.",6/19/02,ADS,6/13/20,MADISON
13,A067043,"APEX PRINT TECHNOLOGIES, LLC",1/18/12,RCA,10/1/19,Madison
9,A042459,"APEX PROPERTY MANAGEMENT, INC.",8/2/01,IGS,7/23/18,MADISON
12,A054368,"APEX REAL ESTATE HOLDINGS, LLC",12/15/06,IGS,10/8/18,MADISON
12,A068661,APEX ROOFING AND SIDING LLC,9/5/12,IGS,5/19/20,MADISON
2,A093418,"APEX SECURITY GROUP, INC.",7/17/20,INC,7/17/20,MADISON
13,A092264,APEX SETTLEMENT GROUP LLC,3/9/20,RGD,3/9/20,MADISON
13,A087447,"APEX STAFFING ADVISORS, LLC",11/2/18,RGD,11/2/18,MADISON
13,A087649,"APG REAL ESTATE OF WISCONSIN, LLC",11/28/18,RGD,11/28/18,MADISON
2,A088793,APGN INC.,3/22/19,INC,3/22/19,MADISON
12,A091117,API FACTORY LLC,11/13/19,ORG,11/13/19,MADISON
12,A093612,APIARY MANAGEMENT LLC,7/20/20,ORG,7/20/20,MADISON
13,A090426,"APIF - WISCONSIN, LLC",9/3/19,RGD,9/3/19,MADISON
2,F061621,APIFINY ASSET NETWORK INC.,6/20/19,INC,6/20/19,MADISON
12,A087179,APISI LLC,10/5/18,ORG,10/5/18,MADISON
2,A084232,APLOMB TECHNOLOGIES INC.,2/12/18,RCA,10/1/19,MADISON
12,A084658,APLUSMASTERCLEAN LLC,1/17/18,DLQ,1/1/20,MADISON
5,A085935,"APOGEE MEDICAL GROUP, WAUKESHA, S.C.",5/18/18,INC,5/18/18,MADISON
1,A073082,"APOGEE PARTNERS, INC.",5/13/14,IGS,9/4/19,MADISON
12,A075695,APOLLO COFFEE COMPANY L.L.C.,4/11/15,ADS,6/11/18,MADISON
12,A074972,"APOLLO EVENTS, LLC",1/19/15,ADS,7/28/18,MADISON
1,A088901,APOLLO MEDICAL GROUP OF MILWAUKEE S.C.,4/16/19,INC,4/16/19,MADISON
13,A081709,"APOLLO VIDEO TECHNOLOGY, LLC",2/21/17,RCA,10/11/18,MADISON
13,A089083,"APOLLO WATER SERVICES, LLC",4/18/19,RGD,4/18/19,MADISON
12,A070689,"APP GAMES, LLC",6/18/13,ADS,6/11/18,MADISON
12,A084211,APP WORX LLC,12/4/17,DIS,2/20/19,MADISON
12,A082610,"APPASSIONATO MUSIC STUDIO, LLC",5/26/17,IGS,4/11/20,MADISON
12,A092848,APPC LLC,5/12/20,ORG,5/12/20,MADISON
2,A085147,"APPETIZE TECHNOLOGIES, INC.",3/6/18,INC,3/6/18,MADISON
12,A063701,APPFACTORY LLC,9/8/10,DLQ,7/1/20,MADISON
2,A089271,"APPFOLIO, INC.",5/21/19,INC,5/21/19,MADISON
2,A058166,APPIRIO INC.,5/29/08,RCA,10/1/19,Madison
12,A078559,APPLE FARM USA LLC,3/31/16,ADS,3/14/20,MADISON
12,A089168,APPLE GROVE MANAWA LLC,4/25/19,ORG,4/25/19,MADISON
13,A089226,"APPLE RIVER SOLAR, LLC",4/30/19,RGD,4/30/19,Madison
13,A088159,APPLE ROOFING LLC,1/22/19,RGD,1/22/19,MADISON
12,A072839,APPLE TREE HOMES LLC,4/14/14,IGS,5/2/18,MADISON
12,A047356,"APPLEGATE ROAD, LLC",2/4/04,ADS,3/17/18,MADISON
13,A089467,"APPLEGREEN MIDWEST, LLC",5/23/19,RGD,5/23/19,MADISON
12,T077706,"APPLETON 2018, LLC",7/31/18,DLQ,7/1/20,MADISON
5,A090877,"APPLETON ARCHER, S.C.",10/21/19,INC,10/21/19,MADISON
12,A087378,"APPLETON ATP, LLC",10/26/18,ORG,10/26/18,MADISON
13,A049970,APPLETON COATED LLC,3/7/05,RCA,10/11/18,Madison
12,A071042,"APPLETON HEIGHTS TOWNHOMES, LLC",8/9/13,DLQ,7/1/20,MADISON
1,A053945,APPLETON HOTEL CORP.,10/6/06,ADS,12/10/18,Madison
12,A091626,APPLETON ON ONEIDA NURSING REALTY LLC,1/11/20,ORG,1/11/20,MADISON
13,A087083,APPLETON PROPERTY VENTURES LLC,9/26/18,RGD,9/26/18,MADISON
1,1A07607,"APPLEWOOD HILL WATER UTILITY, INC.",1/24/68,IGS,1/22/20,MADISON
12,M062405,"APPLEWOOD SELF STORAGE, LLC",9/27/04,DLQ,7/1/20,MADISON
1,A070725,APPLIANCE SERVICE PROS INC.,6/21/13,DLQ,4/1/20,MADISON
2,A093442,"APPLICATION SOFTWARE, INC.",7/7/20,INC,7/7/20,MADISON
14,A038202,"APPLIED DYNAMICS IN MOTION, LLP",11/11/98,TER,12/6/18,MADISON
1,A026600,"APPLIED ECOLOGICAL SERVICES, INC.",1/5/88,IGS,2/27/19,MADISON
1,A025190,"APPLIED EXCELLENCE, INC.",3/5/86,IGS,2/11/19,MADISON
12,A055348,"APPLIED INNOVATION VENTURES, LLC",4/27/07,IGS,4/14/20,MADISON
2,A088737,"APPLIED MATERIALS, INC.",3/18/19,INC,3/18/19,MADISON
12,A063829,"APPLIED PARTNERS, LLC",9/24/10,DIS,6/12/18,MADISON
12,A055654,"APPLIED PRODUCTION SPECIALTIES, LLC",6/13/07,IGS,5/6/20,MADISON
12,A061111,"APPOODLES, LLC",8/5/09,DLQ,7/1/20,MADISON
2,A086349,"APPRAISAL LINX, INC.",7/5/18,INC,7/5/18,MADISON
13,A086290,"APPRAISAL LOGISTIC SOLUTIONS, LLC",6/27/18,RGD,6/27/18,MADISON
13,A089102,"APPRAISAL MANAGEMENT SOLUTIONS, LLC",4/19/19,RGD,4/19/19,MADISON
13,A093159,"APPRAISAL MARKETPLACE, LLC",6/15/20,RGD,6/15/20,MADISON
13,A071879,APPRAISAL MC LLC,2/11/14,RCA,10/1/19,MADISON
13,A089774,"APPRIDAT SOLUTIONS, LLC",6/25/19,ORG,6/25/19,MADISON
2,A092394,APPRISS INC.,3/23/20,INC,3/23/20,MADISON
2,A055330,APPRISS INC.,4/23/07,RCA,10/11/18,Madison
2,A062021,"APPTIX, INC.",1/4/10,RCA,10/1/19,Madison
2,A087146,APPTRICITY CORPORATION,10/3/18,INC,10/3/18,MADISON
2,A088651,"APPVION OPERATIONS, INC.",5/9/19,INC,5/9/19,MADISON
12,A077329,APR2 LLC,11/8/15,DIS,2/27/18,MADISON
12,A074178,APRENDE LLC,10/10/14,DLQ,10/1/19,MADISON
12,A068750,APRIL DAY LLC,9/19/12,IGS,7/5/18,MADISON
12,A089161,APRIL'S CUSTOM GARDEN BOXES LLC,4/25/19,ORG,4/25/19,MADISON
13,A086597,"APS FIRECO NATIONAL ACCOUNTS, LLC",8/6/18,RGD,8/6/18,MADISON
2,A078173,"APTALIS PHARMA US, INC.",2/19/16,RCA,10/1/19,Madison
2,S062305,"APTIM ENVIRONMENTAL & INFRASTRUCTURE, INC.",8/29/02,RCA,10/11/18,Madison
13,A088189,"APTIM ENVIRONMENTAL & INFRASTRUCTURE, LLC",1/24/19,RGD,1/24/19,MADISON
13,A087442,"APTUS GROUP USA, LLC",11/2/18,RGD,11/2/18,MADISON
13,A092786,"APTYS SOLUTIONS, LLC",5/5/20,RGD,5/5/20,MADISON
13,A088751,APVN FARMHOUSE LLC,3/19/19,RGD,3/19/19,MADISON
13,A078389,"AQUA ENERGY SERVICES, LLC",3/18/16,RCA,10/1/19,MADISON
13,A089244,AQUA REVIVAL LLC,5/2/19,RGD,5/2/19,MADISON
13,A088885,"AQUA TRANSPORT, LLC",4/2/19,RGD,4/2/19,MADISON
1,A079349,"AQUA WISCONSIN, INC.",6/29/16,DIS,4/9/19,MADISON
12,A087166,AQUAGRRL INDUSTRIES LLC,10/4/18,ORG,10/4/18,MADISON
2,A091552,"AQUA-LUNG AMERICA, INC.",1/22/20,INC,1/22/20,MADISON
1,A052522,"AQUAMOST, INC.",3/13/06,ADS,7/28/18,MADISON
2,A084761,"AQUARO HISTOLOGY, INC.",1/29/18,INC,1/29/18,MADISON
2,A051513,"AQUATIC BUILDERS, LTD.",11/28/05,RCA,10/11/18,MADISON
12,A064722,"AQUATIC TOUCH, LLC",2/10/11,IGS,1/23/19,MADISON
12,A066784,AQUINO LAW LLC,12/16/11,ADS,12/10/18,MADISON
13,A090953,"AQUITY SOLUTIONS, LLC",10/28/19,RGD,10/28/19,MADISON
12,A092231,AR KANSAS CLEANING LLC,3/6/20,ORG,3/6/20,MADISON
12,A092054,ARABLEE GATOR MEDIA LLC,2/21/20,ORG,2/21/20,MADISON
12,1M21155,"ARAMARK CAPITAL ASSET SERVICES, LLC",4/23/80,MGD,9/13/18,Madison
13,A058189,"ARAMARK MANAGEMENT, LLC",6/2/08,RCA,10/11/18,Madison
1,A035366,"ARAMIA VII, LTD.",10/10/96,IGS,11/6/18,MADISON
1,A087754,ARAMIX INC.,12/10/18,INC,12/10/18,MADISON
12,A090114,ARANDAS ZUÑIGA LLC,8/1/19,ORG,8/1/19,MADISON
12,A080184,ARAS MULTISERVICES SOLUTIONS LLC,10/17/16,ADS,4/18/20,MADISON
12,A092866,ARA'S SERVICES CLEANING LLC,5/14/20,ORG,5/14/20,MADISON
2,A088794,"ARAUCO NORTH AMERICA, INC.",3/22/19,INC,3/22/19,MADISON
12,A040292,"ARBOR ARMS, LLC",3/29/00,ADS,5/23/20,MADISON
6,A092544,ARBOR COVENANT CHURCH OF MADISON WISCONSIN INC.,4/10/20,INC,4/10/20,MADISON
